sample_index,micros,ax,ay,az
695,461973794,19,63,4343
696,461974180,22,52,4379
697,461974577,22,52,4379
698,461974983,22,52,4379
699,461975375,1,49,4382
700,461975770,1,49,4382
701,461976169,14,59,4344
702,461976552,14,59,4344
703,461976964,14,59,4344
704,461977351,5,50,4368
705,461977750,5,50,4368
706,461978144,5,51,4384
707,461978532,5,51,4384
708,461978927,5,51,4384
709,461979328,10,57,4364
710,461979724,10,57,4364
711,461980123,10,57,4364
712,461980512,11,34,4374
713,461980912,11,34,4374
714,461981311,-5,35,4373
715,461981725,-5,35,4373
716,461982119,-5,35,4373
717,461982525,-20,31,4397
718,461982926,-20,31,4397
719,461983337,8,27,4395
720,461983724,8,27,4395
721,461984131,8,27,4395
722,461984523,36,42,4372
723,461984922,36,42,4372
724,461985315,38,48,4370
725,461985683,38,48,4370
726,461986074,38,48,4370
727,461986476,49,38,4385
728,461986863,49,38,4385
729,461987256,76,37,4375
730,461987654,76,37,4375
731,461988052,76,37,4375
732,461988446,70,49,4365
733,461988847,70,49,4365
734,461989237,34,23,4385
735,461989630,34,23,4385
736,461990027,34,23,4385
737,461990426,28,5,4386
738,461990821,28,5,4386
739,461991211,60,51,4390
740,461991602,60,51,4390
741,461992014,60,51,4390
742,461992402,39,84,4375
743,461992800,39,84,4375
744,461993186,33,63,4379
745,461993584,33,63,4379
746,461993983,33,63,4379
747,461994383,39,41,4381
748,461994784,39,41,4381
749,461995178,41,43,4322
750,461995560,41,43,4322
751,461995965,41,43,4322
752,461996359,42,47,4324
753,461996758,42,47,4324
754,461997149,33,43,4372
755,461997543,33,43,4372
756,461997932,33,43,4372
757,461998331,32,43,4384
758,461998725,32,43,4384
759,461999126,32,43,4384
760,461999518,10,37,4385
761,461999910,10,37,4385
762,462000309,16,8,4352
763,462000705,16,8,4352
764,462001106,16,8,4352
765,462001507,44,19,4300
766,462001901,44,19,4300
767,462002285,47,61,4329
768,462002647,47,61,4329
769,462003013,47,61,4329
770,462003395,44,41,4382
771,462003801,44,41,4382
772,462004181,29,25,4383
773,462004578,29,25,4383
774,462004985,29,25,4383
775,462005378,19,50,4389
776,462005772,19,50,4389
777,462006173,17,65,4434
778,462006558,17,65,4434
779,462006961,17,65,4434
780,462007356,12,56,4457
781,462007755,12,56,4457
782,462008149,6,49,4428
783,462008546,6,49,4428
784,462008933,6,49,4428
785,462009337,5,43,4426
786,462009732,5,43,4426
787,462010138,5,43,4426
788,462010519,20,57,4426
789,462010920,20,57,4426
790,462011319,19,65,4397
791,462011719,19,65,4397
792,462012113,19,65,4397
793,462012510,11,56,4355
794,462012905,11,56,4355
795,462013309,26,47,4323
796,462013694,26,47,4323
797,462014092,26,47,4323
798,462014480,43,10,4298
799,462014874,43,10,4298
800,462015263,63,16,4300
801,462015669,63,16,4300
802,462016069,63,16,4300
803,462016472,55,36,4333
804,462016860,55,36,4333
805,462017254,21,55,4369
806,462017649,21,55,4369
807,462018051,21,55,4369
808,462018438,7,61,4367
809,462018831,7,61,4367
810,462019205,4,32,4340
811,462019601,4,32,4340
812,462020000,4,32,4340
813,462020400,-3,31,4357
814,462020789,-3,31,4357
815,462021189,-1,49,4363
816,462021594,-1,49,4363
817,462022004,-1,49,4363
818,462022406,34,36,4414
819,462022799,34,36,4414
820,462023181,33,20,4423
821,462023578,33,20,4423
822,462023978,33,20,4423
823,462024378,-20,20,4388
824,462024779,-20,20,4388
825,462025187,-26,41,4425
826,462025592,-26,41,4425
827,462026003,-26,41,4425
828,462026404,26,61,4419
829,462026798,26,61,4419
830,462027185,43,26,4386
831,462027582,43,26,4386
832,462027981,43,26,4386
833,462028388,33,14,4362
834,462028775,33,14,4362
835,462029175,46,49,4340
836,462029558,46,49,4340
837,462029970,46,49,4340
838,462030358,60,56,4344
839,462030758,60,56,4344
840,462031152,59,34,4328
841,462031543,59,34,4328
842,462031938,59,34,4328
843,462032341,47,14,4317
844,462032736,47,14,4317
845,462033135,21,3,4360
846,462033524,21,3,4360
847,462033923,21,3,4360
848,462034329,32,17,4394
849,462034722,32,17,4394
850,462035108,32,17,4394
851,462035498,47,37,4383
852,462035872,47,37,4383
853,462036267,36,44,4376
854,462036661,36,44,4376
855,462037065,36,44,4376
856,462037463,37,41,4382
857,462037862,37,41,4382
858,462038250,41,50,4387
859,462038645,41,50,4387
860,462039041,41,50,4387
861,462039449,49,69,4412
862,462039839,49,69,4412
863,462040234,61,54,4450
864,462040616,61,54,4450
865,462041020,61,54,4450
866,462041408,51,40,4449
867,462041808,51,40,4449
868,462042194,54,46,4389
869,462042592,54,46,4389
870,462042990,54,46,4389
871,462043389,54,41,4358
872,462043783,54,41,4358
873,462044183,38,60,4374
874,462044567,38,60,4374
875,462044966,38,60,4374
876,462045359,15,68,4367
877,462045759,15,68,4367
878,462046153,-1,56,4356
879,462046557,-1,56,4356
880,462046963,-1,56,4356
881,462047360,4,43,4358
882,462047754,4,43,4358
883,462048154,7,25,4363
884,462048538,7,25,4363
885,462048930,7,25,4363
886,462049329,-6,36,4345
887,462049743,-6,36,4345
888,462050144,-4,45,4348
889,462050546,-4,45,4348
890,462050934,-4,45,4348
891,462051351,11,53,4370
892,462051739,11,53,4370
893,462052132,11,53,4370
894,462052507,11,43,4347
895,462052912,11,43,4347
896,462053303,21,20,4318
897,462053709,21,20,4318
898,462054090,21,20,4318
899,462054491,11,23,4337
900,462054886,11,23,4337
901,462055287,6,28,4386
902,462055675,6,28,4386
903,462056076,6,28,4386
904,462056471,-28,52,4412
905,462056879,-28,52,4412
906,462057275,-26,65,4374
907,462057690,-26,65,4374
908,462058084,-26,65,4374
909,462058501,-4,49,4376
910,462058902,-4,49,4376
911,462059308,-18,50,4396
912,462059709,-18,50,4396
913,462060124,-18,50,4396
914,462060508,11,59,4361
915,462060896,11,59,4361
916,462061295,28,44,4353
917,462061688,28,44,4353
918,462062070,28,44,4353
919,462062481,34,21,4365
920,462062868,34,21,4365
921,462063263,27,27,4348
922,462063637,27,27,4348
923,462064038,27,27,4348
924,462064432,8,35,4341
925,462064827,8,35,4341
926,462065213,42,46,4356
927,462065616,42,46,4356
928,462066015,42,46,4356
929,462066415,74,61,4363
930,462066802,74,61,4363
931,462067196,44,69,4365
932,462067595,44,69,4365
933,462067999,44,69,4365
934,462068393,10,64,4394
935,462068779,10,64,4394
936,462069140,24,71,4407
937,462069531,24,71,4407
938,462069932,24,71,4407
939,462070324,23,60,4392
940,462070723,23,60,4392
941,462071117,23,60,4392
942,462071514,13,45,4400
943,462071907,13,45,4400
944,462072312,70,47,4377
945,462072706,70,47,4377
946,462073113,70,47,4377
947,462073502,91,55,4379
948,462073902,91,55,4379
949,462074299,45,62,4404
950,462074699,45,62,4404
951,462075088,45,62,4404
952,462075489,24,43,4384
953,462075871,24,43,4384
954,462076260,15,34,4355
955,462076662,15,34,4355
956,462077067,15,34,4355
957,462077456,-7,43,4369
958,462077864,-7,43,4369
959,462078260,-7,57,4393
960,462078669,-7,57,4393
961,462079068,-7,57,4393
962,462079478,0,37,4410
963,462079872,0,37,4410
964,462080265,-19,19,4408
965,462080673,-19,19,4408
966,462081085,-19,19,4408
967,462081488,-19,21,4385
968,462081896,-19,21,4385
969,462082296,14,4,4377
970,462082696,14,4,4377
971,462083090,14,4,4377
972,462083490,4,29,4396
973,462083885,4,29,4396
974,462084289,-5,71,4402
975,462084685,-5,71,4402
976,462085100,-5,71,4402
977,462085488,20,57,4391
978,462085856,20,57,4391
979,462086246,24,42,4363
980,462086645,24,42,4363
981,462087049,24,42,4363
982,462087442,43,28,4340
983,462087844,43,28,4340
984,462088224,42,46,4354
985,462088621,42,46,4354
986,462089024,42,46,4354
987,462089420,26,62,4326
988,462089814,26,62,4326
989,462090200,29,55,4335
990,462090597,29,55,4335
991,462090996,29,55,4335
